temp,Date,Time
28.493,4/24/16,09:45:00 - PM
28.493,4/24/16,10:00:00 - PM
28.493,4/24/16,10:15:00 - PM
28.493,4/24/16,11:15:00 - PM
28.493,4/25/16,01:30:00 - AM
28.493,4/25/16,04:30:00 - AM
28.493,4/25/16,04:45:00 - AM
28.493,4/25/16,05:00:00 - AM
28.493,4/25/16,06:45:00 - AM
28.493,4/25/16,07:00:00 - PM
28.493,4/28/16,03:15:00 - PM
28.493,4/29/16,10:30:00 - AM
28.493,1/5/16,08:15:00 - AM
28.493,1/5/16,10:30:00 - PM
28.493,7/5/16,06:00:00 - PM
28.493,8/5/16,09:15:00 - AM
28.493,8/5/16,06:00:00 - PM
28.493,9/5/16,07:00:00 - PM
28.493,10/5/16,10:15:00 - AM
28.518,10/12/15,04:30:00 - PM
28.518,11/12/15,04:15:00 - PM
28.518,12/13/15,05:45:00 - PM
28.518,12/17/15,08:15:00 - AM
28.518,12/17/15,07:00:00 - PM
28.518,12/18/15,09:00:00 - AM
28.518,12/20/15,08:15:00 - AM
28.518,12/20/15,05:30:00 - PM
28.518,12/22/15,03:45:00 - PM
28.518,12/26/15,08:30:00 - AM
28.518,12/26/15,05:15:00 - PM
28.518,12/27/15,07:30:00 - PM
28.518,12/28/15,11:15:00 - PM
28.518,12/29/15,07:30:00 - AM
28.518,12/29/15,07:30:00 - PM
28.518,1/1/16,08:30:00 - AM
28.518,1/1/16,06:45:00 - PM
28.518,2/1/16,02:00:00 - AM
28.518,3/1/16,12:45:00 - AM
28.518,3/1/16,01:15:00 - AM
28.518,3/1/16,08:00:00 - AM
28.518,4/1/16,06:00:00 - PM
28.518,4/1/16,06:15:00 - PM
28.518,7/1/16,09:15:00 - AM
28.518,7/1/16,11:00:00 - AM
28.518,7/1/16,11:30:00 - AM
28.518,7/1/16,11:45:00 - AM
28.518,9/1/16,08:45:00 - AM
28.518,10/1/16,08:30:00 - PM
28.518,11/1/16,11:00:00 - PM
28.518,11/1/16,11:15:00 - PM
28.518,12/1/16,02:45:00 - AM
28.518,12/1/16,03:00:00 - AM
28.518,12/1/16,03:15:00 - AM
28.518,12/1/16,05:15:00 - AM
28.518,12/1/16,05:30:00 - AM
28.518,12/1/16,05:45:00 - AM
28.518,12/1/16,06:00:00 - AM
28.518,12/1/16,06:15:00 - AM
28.518,12/1/16,10:00:00 - PM
28.518,12/1/16,10:15:00 - PM
28.518,1/13/16,08:15:00 - AM
28.518,1/14/16,10:45:00 - PM
28.518,1/15/16,06:15:00 - AM
28.518,1/15/16,08:00:00 - PM
28.518,1/16/16,06:15:00 - AM
28.518,1/16/16,08:00:00 - PM
28.518,1/16/16,08:15:00 - PM
28.518,1/16/16,08:30:00 - PM
28.518,1/17/16,08:00:00 - AM
28.518,1/17/16,08:15:00 - AM
28.518,1/18/16,03:45:00 - AM
28.518,1/18/16,04:00:00 - AM
28.518,1/18/16,04:30:00 - AM
28.518,1/18/16,04:45:00 - AM
28.518,1/18/16,05:00:00 - AM
28.518,1/18/16,05:15:00 - AM
28.518,1/18/16,07:00:00 - AM
28.518,1/19/16,05:00:00 - AM
28.518,1/22/16,06:15:00 - PM
28.518,1/23/16,07:45:00 - AM
28.518,1/24/16,06:45:00 - PM
28.518,1/25/16,12:00:00 - AM
28.518,1/27/16,12:45:00 - AM
28.518,1/27/16,01:00:00 - AM
28.518,1/27/16,01:30:00 - AM
28.518,1/27/16,01:45:00 - AM
28.518,1/27/16,07:00:00 - PM
28.518,1/28/16,02:45:00 - AM
28.518,1/28/16,03:00:00 - AM
28.518,1/28/16,03:15:00 - AM
28.518,1/28/16,03:30:00 - AM
28.518,1/28/16,03:45:00 - AM
28.518,1/28/16,04:00:00 - AM
28.518,1/28/16,04:15:00 - AM
28.518,1/28/16,04:30:00 - AM
28.518,1/28/16,07:30:00 - AM
28.518,1/28/16,08:45:00 - PM
28.518,1/28/16,09:00:00 - PM
28.518,1/29/16,07:15:00 - PM
28.518,1/29/16,07:30:00 - PM
28.518,1/30/16,06:00:00 - PM
28.518,1/30/16,06:30:00 - PM
28.518,1/30/16,07:30:00 - PM
28.518,1/30/16,10:30:00 - PM
28.518,1/30/16,10:45:00 - PM
28.518,1/30/16,11:00:00 - PM
28.518,1/30/16,11:15:00 - PM
28.518,1/30/16,11:30:00 - PM
28.518,1/30/16,11:45:00 - PM
28.518,1/31/16,07:15:00 - AM
28.518,1/31/16,08:45:00 - PM
28.518,1/31/16,09:00:00 - PM
28.518,1/31/16,09:15:00 - PM
28.518,1/31/16,09:30:00 - PM
28.518,1/31/16,09:45:00 - PM
28.518,1/31/16,10:00:00 - PM
28.518,1/31/16,10:15:00 - PM
28.518,1/31/16,10:30:00 - PM
28.518,1/2/16,07:45:00 - AM
28.518,3/2/16,01:30:00 - AM
28.518,3/2/16,07:00:00 - AM
28.518,3/2/16,08:00:00 - PM
28.518,3/2/16,09:00:00 - PM
28.518,4/2/16,12:30:00 - AM
28.518,4/2/16,12:45:00 - AM
28.518,4/2/16,10:15:00 - PM
28.518,5/2/16,08:00:00 - PM
28.518,5/2/16,09:00:00 - PM
28.518,5/2/16,09:15:00 - PM
28.518,5/2/16,10:45:00 - PM
28.518,5/2/16,11:00:00 - PM
28.518,5/2/16,11:30:00 - PM
28.518,5/2/16,11:45:00 - PM
28.518,6/2/16,02:15:00 - AM
28.518,6/2/16,02:30:00 - AM
28.518,6/2/16,02:45:00 - AM
28.518,6/2/16,03:00:00 - AM
28.518,6/2/16,04:15:00 - AM
28.518,7/2/16,03:30:00 - AM
28.518,7/2/16,03:45:00 - AM
28.518,7/2/16,04:00:00 - AM
28.518,7/2/16,04:15:00 - AM
28.518,7/2/16,04:30:00 - AM
28.518,9/2/16,03:15:00 - AM
28.518,9/2/16,03:30:00 - AM
28.518,9/2/16,03:45:00 - AM
28.518,9/2/16,06:45:00 - AM
28.518,9/2/16,08:30:00 - PM
28.518,10/2/16,01:15:00 - AM
28.518,10/2/16,01:30:00 - AM
28.518,10/2/16,07:00:00 - AM
28.518,2/17/16,02:15:00 - AM
28.518,2/17/16,02:30:00 - AM
28.518,2/17/16,02:45:00 - AM
28.518,2/17/16,03:00:00 - AM
28.518,2/17/16,03:15:00 - AM
28.518,2/17/16,03:30:00 - AM
28.518,2/17/16,03:45:00 - AM
28.518,2/17/16,07:30:00 - AM
28.518,2/17/16,07:45:00 - AM
28.518,2/17/16,07:15:00 - PM
28.518,2/17/16,07:30:00 - PM
28.518,2/17/16,08:00:00 - PM
28.518,2/17/16,08:15:00 - PM
28.518,2/17/16,10:30:00 - PM
28.518,2/17/16,11:30:00 - PM
28.518,2/17/16,11:45:00 - PM
28.518,2/18/16,12:00:00 - AM
28.518,2/18/16,01:00:00 - AM
28.518,2/18/16,02:00:00 - AM
28.518,2/18/16,04:00:00 - AM
28.518,2/18/16,04:15:00 - AM
28.518,2/18/16,05:45:00 - AM
28.518,2/18/16,06:00:00 - AM
28.518,2/18/16,08:30:00 - AM
28.518,2/18/16,09:15:00 - AM
28.518,2/18/16,08:30:00 - PM
28.518,2/18/16,08:45:00 - PM
28.518,2/18/16,09:00:00 - PM
28.518,2/18/16,09:15:00 - PM
28.518,2/18/16,10:00:00 - PM
28.518,2/18/16,10:15:00 - PM
28.518,2/19/16,01:15:00 - PM
28.518,2/20/16,11:15:00 - AM
28.518,2/20/16,11:30:00 - AM
28.518,2/20/16,11:45:00 - AM
28.518,2/20/16,12:00:00 - PM
28.518,2/20/16,12:15:00 - PM
28.518,2/20/16,12:30:00 - PM
28.518,2/20/16,03:30:00 - PM
28.518,2/23/16,04:15:00 - AM
28.518,2/23/16,04:30:00 - AM
28.518,2/23/16,04:45:00 - AM
28.518,2/23/16,06:30:00 - AM
28.518,2/23/16,06:45:00 - AM
28.518,2/24/16,06:45:00 - PM
28.518,2/24/16,07:00:00 - PM
28.518,2/24/16,07:15:00 - PM
28.518,2/24/16,07:30:00 - PM
28.518,2/24/16,08:00:00 - PM
28.518,2/24/16,08:15:00 - PM
28.518,2/24/16,08:30:00 - PM
28.518,2/24/16,08:45:00 - PM
28.518,2/28/16,08:45:00 - AM
28.518,2/28/16,09:00:00 - AM
28.518,2/28/16,03:00:00 - PM
28.518,2/29/16,10:30:00 - AM
28.518,2/29/16,07:00:00 - PM
28.518,2/29/16,07:15:00 - PM
28.518,2/29/16,07:30:00 - PM
28.518,2/29/16,07:45:00 - PM
28.518,1/3/16,07:30:00 - PM
28.518,1/3/16,07:45:00 - PM
28.518,1/3/16,08:00:00 - PM
28.518,1/3/16,08:15:00 - PM
28.518,1/3/16,08:30:00 - PM
28.518,1/3/16,08:45:00 - PM
28.518,1/3/16,10:00:00 - PM
28.518,1/3/16,10:15:00 - PM
28.518,3/3/16,04:15:00 - PM
28.518,3/3/16,04:30:00 - PM
28.518,3/3/16,04:45:00 - PM
28.518,3/3/16,05:00:00 - PM
28.518,4/3/16,11:15:00 - PM
28.518,4/3/16,11:45:00 - PM
28.518,5/3/16,12:00:00 - AM
28.518,5/3/16,12:30:00 - AM
28.518,5/3/16,02:00:00 - AM
28.518,5/3/16,02:15:00 - AM
28.518,5/3/16,02:30:00 - AM
28.518,5/3/16,02:45:00 - AM
28.518,5/3/16,05:45:00 - PM
28.518,5/3/16,06:45:00 - PM
28.518,5/3/16,07:00:00 - PM
28.518,5/3/16,07:15:00 - PM
28.518,5/3/16,07:30:00 - PM
28.518,5/3/16,08:00:00 - PM
28.518,5/3/16,08:15:00 - PM
28.518,5/3/16,08:30:00 - PM
28.518,6/3/16,01:00:00 - AM
28.518,6/3/16,02:00:00 - AM
28.518,9/3/16,06:00:00 - AM
28.518,9/3/16,06:15:00 - AM
28.518,12/3/16,06:15:00 - AM
28.518,12/3/16,06:30:00 - AM
28.518,12/3/16,06:45:00 - AM
28.518,3/13/16,01:15:00 - AM
28.518,3/13/16,07:00:00 - AM
28.518,3/15/16,06:00:00 - AM
28.518,3/15/16,06:15:00 - AM
28.518,3/4/16,04:30:00 - AM
28.518,3/4/16,04:45:00 - AM
28.518,3/4/16,05:00:00 - AM
28.518,3/4/16,05:15:00 - AM
28.518,4/17/16,02:00:00 - AM
28.518,4/19/16,08:30:00 - AM
28.518,4/21/16,10:45:00 - PM
28.518,4/21/16,11:00:00 - PM
28.518,4/22/16,02:15:00 - AM
28.518,4/22/16,02:45:00 - AM
28.518,4/22/16,03:00:00 - AM
28.518,4/22/16,03:15:00 - AM
28.518,4/22/16,03:30:00 - AM
28.518,4/22/16,03:45:00 - AM
28.518,4/22/16,04:00:00 - AM
28.518,4/22/16,04:15:00 - AM
28.518,4/22/16,04:30:00 - AM
28.518,4/22/16,04:45:00 - AM
28.518,4/22/16,08:30:00 - PM
28.518,4/22/16,08:45:00 - PM
28.518,4/22/16,09:00:00 - PM
28.518,4/22/16,10:15:00 - PM
28.518,4/22/16,10:30:00 - PM
28.518,4/23/16,12:00:00 - AM
28.518,4/23/16,12:15:00 - AM
28.518,4/23/16,12:30:00 - AM
28.518,4/23/16,12:45:00 - AM
28.518,4/23/16,01:00:00 - AM
28.518,4/23/16,01:45:00 - AM
28.518,4/23/16,02:00:00 - AM
28.518,4/23/16,02:15:00 - AM
28.518,4/23/16,02:30:00 - AM
28.518,4/23/16,07:30:00 - AM
28.518,4/24/16,03:30:00 - AM
28.518,4/24/16,03:45:00 - AM
28.518,4/24/16,04:00:00 - AM
28.518,4/24/16,04:15:00 - AM
28.518,4/24/16,04:30:00 - AM
28.518,4/24/16,06:45:00 - AM
28.518,4/24/16,01:45:00 - PM
28.518,4/24/16,06:00:00 - PM
28.518,4/24/16,06:15:00 - PM
28.518,4/24/16,06:30:00 - PM
28.518,4/24/16,10:30:00 - PM
28.518,4/24/16,10:45:00 - PM
28.518,4/24/16,11:00:00 - PM
28.518,4/25/16,01:45:00 - AM
28.518,4/25/16,02:00:00 - AM
28.518,4/25/16,02:15:00 - AM
28.518,4/25/16,02:30:00 - AM
28.518,4/25/16,02:45:00 - AM
28.518,4/25/16,03:00:00 - AM
28.518,4/25/16,03:15:00 - AM
28.518,4/25/16,03:30:00 - AM
28.518,4/25/16,03:45:00 - AM
28.518,4/25/16,04:00:00 - AM
28.518,4/25/16,04:15:00 - AM
28.518,4/25/16,07:00:00 - AM
28.518,4/26/16,07:30:00 - AM
28.518,4/28/16,06:00:00 - AM
28.518,4/29/16,02:45:00 - PM
28.518,4/29/16,04:30:00 - PM
28.518,4/30/16,10:45:00 - AM
28.518,4/30/16,07:00:00 - PM
28.518,4/5/16,08:00:00 - PM
28.518,8/5/16,09:30:00 - AM
28.518,10/5/16,04:00:00 - PM
28.543,11/12/15,08:45:00 - AM
28.543,12/12/15,04:15:00 - PM
28.543,12/14/15,05:15:00 - PM
28.543,12/15/15,05:15:00 - PM
28.543,12/22/15,03:15:00 - PM
28.543,12/23/15,05:15:00 - PM
28.543,12/24/15,06:00:00 - PM
28.543,12/27/15,08:00:00 - AM
28.543,12/28/15,07:45:00 - AM
28.543,12/28/15,11:00:00 - PM
28.543,12/29/15,03:45:00 - AM
28.543,12/29/15,04:45:00 - AM
28.543,12/31/15,08:30:00 - AM
28.543,12/31/15,08:45:00 - PM
28.543,2/1/16,06:45:00 - AM
28.543,3/1/16,12:30:00 - AM
28.543,3/1/16,01:00:00 - AM
28.543,3/1/16,05:30:00 - PM
28.543,5/1/16,05:30:00 - PM
28.543,6/1/16,09:30:00 - AM
28.543,8/1/16,04:45:00 - PM
28.543,9/1/16,06:45:00 - PM
28.543,10/1/16,08:15:00 - AM
28.543,10/1/16,08:30:00 - AM
28.543,11/1/16,07:30:00 - AM
28.543,11/1/16,10:45:00 - PM
28.543,12/1/16,03:30:00 - AM
28.543,12/1/16,03:45:00 - AM
28.543,12/1/16,04:15:00 - AM
28.543,12/1/16,04:30:00 - AM
28.543,12/1/16,04:45:00 - AM
28.543,12/1/16,05:00:00 - AM
28.543,12/1/16,06:30:00 - AM
28.543,12/1/16,09:45:00 - PM
28.543,1/14/16,10:30:00 - PM
28.543,1/15/16,07:45:00 - PM
28.543,1/18/16,02:00:00 - AM
28.543,1/18/16,02:15:00 - AM
28.543,1/18/16,02:30:00 - AM
28.543,1/18/16,02:45:00 - AM
28.543,1/18/16,03:00:00 - AM
28.543,1/18/16,03:15:00 - AM
28.543,1/18/16,03:30:00 - AM
28.543,1/18/16,04:15:00 - AM
28.543,1/19/16,12:45:00 - AM
28.543,1/19/16,01:00:00 - AM
28.543,1/19/16,01:15:00 - AM
28.543,1/19/16,04:45:00 - AM
28.543,1/19/16,05:15:00 - AM
28.543,1/19/16,05:30:00 - AM
28.543,1/19/16,05:45:00 - AM
28.543,1/19/16,06:00:00 - AM
28.543,1/19/16,07:45:00 - PM
28.543,1/21/16,08:00:00 - AM
28.543,1/23/16,06:45:00 - PM
28.543,1/24/16,10:30:00 - PM
28.543,1/24/16,11:45:00 - PM
28.543,1/27/16,12:00:00 - AM
28.543,1/27/16,12:15:00 - AM
28.543,1/27/16,12:30:00 - AM
28.543,1/27/16,01:15:00 - AM
28.543,1/28/16,02:00:00 - AM
28.543,1/28/16,02:15:00 - AM
28.543,1/28/16,02:30:00 - AM
28.543,1/28/16,08:00:00 - PM
28.543,1/28/16,08:15:00 - PM
28.543,1/28/16,08:30:00 - PM
28.543,1/29/16,06:45:00 - PM
28.543,1/29/16,07:00:00 - PM
28.543,1/30/16,07:15:00 - AM
28.543,1/30/16,05:45:00 - PM
28.543,1/30/16,07:45:00 - PM
28.543,1/30/16,09:15:00 - PM
28.543,1/30/16,10:00:00 - PM
28.543,1/30/16,10:15:00 - PM
28.543,1/31/16,08:15:00 - PM
28.543,1/31/16,08:30:00 - PM
28.543,1/2/16,06:45:00 - PM
28.543,3/2/16,01:00:00 - AM
28.543,3/2/16,01:15:00 - AM
28.543,3/2/16,07:45:00 - PM
28.543,3/2/16,09:15:00 - PM
28.543,4/2/16,12:15:00 - AM
28.543,4/2/16,10:00:00 - PM
28.543,5/2/16,07:45:00 - PM
28.543,5/2/16,11:15:00 - PM
28.543,6/2/16,03:15:00 - AM
28.543,6/2/16,03:30:00 - AM
28.543,6/2/16,03:45:00 - AM
28.543,6/2/16,04:00:00 - AM
28.543,7/2/16,03:15:00 - AM
28.543,7/2/16,07:15:00 - AM
28.543,8/2/16,06:30:00 - AM
28.543,8/2/16,06:45:00 - AM
28.543,9/2/16,02:15:00 - AM
28.543,9/2/16,02:30:00 - AM
28.543,9/2/16,02:45:00 - AM
28.543,9/2/16,03:00:00 - AM
28.543,2/17/16,01:00:00 - AM
28.543,2/17/16,01:15:00 - AM
28.543,2/17/16,01:30:00 - AM
28.543,2/17/16,01:45:00 - AM
28.543,2/17/16,02:00:00 - AM
28.543,2/17/16,08:00:00 - AM
28.543,2/17/16,07:00:00 - PM
28.543,2/17/16,10:45:00 - PM
28.543,2/17/16,11:15:00 - PM
28.543,2/18/16,12:15:00 - AM
28.543,2/18/16,12:30:00 - AM
28.543,2/18/16,12:45:00 - AM
28.543,2/18/16,02:15:00 - AM
28.543,2/18/16,03:45:00 - AM
28.543,2/18/16,08:15:00 - AM
28.543,2/18/16,09:30:00 - AM
28.543,2/18/16,07:15:00 - PM
28.543,2/18/16,07:30:00 - PM
28.543,2/18/16,07:45:00 - PM
28.543,2/18/16,08:00:00 - PM
28.543,2/18/16,08:15:00 - PM
28.543,2/18/16,09:30:00 - PM
28.543,2/18/16,09:45:00 - PM
28.543,2/20/16,11:00:00 - AM
28.543,2/20/16,12:45:00 - PM
28.543,2/20/16,01:15:00 - PM
28.543,2/20/16,03:15:00 - PM
28.543,2/23/16,12:00:00 - AM
28.543,2/23/16,12:15:00 - AM
28.543,2/23/16,12:30:00 - AM
28.543,2/23/16,12:45:00 - AM
28.543,2/23/16,03:30:00 - AM
28.543,2/23/16,03:45:00 - AM
28.543,2/23/16,04:00:00 - AM
28.543,2/23/16,07:00:00 - AM
28.543,2/24/16,06:30:00 - PM
28.543,2/25/16,07:30:00 - PM
28.543,2/25/16,07:45:00 - PM
28.543,2/25/16,08:00:00 - PM
28.543,2/25/16,08:15:00 - PM
28.543,2/25/16,08:30:00 - PM
28.543,2/25/16,08:45:00 - PM
28.543,2/25/16,09:00:00 - PM
28.543,2/25/16,09:45:00 - PM
28.543,2/26/16,12:00:00 - AM
28.543,2/27/16,09:00:00 - AM
28.543,2/27/16,09:15:00 - AM
28.543,2/27/16,06:15:00 - PM
28.543,2/28/16,09:15:00 - AM
28.543,2/28/16,09:30:00 - AM
28.543,2/28/16,01:45:00 - PM
28.543,2/28/16,02:30:00 - PM
28.543,2/28/16,02:45:00 - PM
28.543,2/29/16,06:30:00 - PM
28.543,2/29/16,06:45:00 - PM
28.543,1/3/16,07:45:00 - AM
28.543,1/3/16,06:45:00 - PM
28.543,1/3/16,07:00:00 - PM
28.543,1/3/16,07:15:00 - PM
28.543,1/3/16,09:00:00 - PM
28.543,1/3/16,09:15:00 - PM
28.543,1/3/16,09:30:00 - PM
28.543,1/3/16,09:45:00 - PM
28.543,3/3/16,04:00:00 - PM
28.543,4/3/16,09:00:00 - AM
28.543,4/3/16,09:15:00 - AM
28.543,4/3/16,08:15:00 - PM
28.543,4/3/16,11:30:00 - PM
28.543,5/3/16,08:45:00 - PM
28.543,6/3/16,12:45:00 - AM
28.543,9/3/16,05:15:00 - AM
28.543,9/3/16,05:30:00 - AM
28.543,9/3/16,05:45:00 - AM
28.543,9/3/16,06:30:00 - AM
28.543,12/3/16,05:15:00 - AM
28.543,12/3/16,05:30:00 - AM
28.543,12/3/16,05:45:00 - AM
28.543,12/3/16,06:00:00 - AM
28.543,12/3/16,07:00:00 - AM
28.543,3/13/16,12:45:00 - AM
28.543,3/13/16,01:00:00 - AM
28.543,3/15/16,04:15:00 - AM
28.543,3/15/16,04:30:00 - AM
28.543,3/15/16,04:45:00 - AM
28.543,3/15/16,05:15:00 - AM
28.543,3/15/16,05:45:00 - AM
28.543,3/15/16,06:30:00 - AM
28.543,4/16/16,06:30:00 - PM
28.543,4/17/16,02:15:00 - AM
28.543,4/17/16,06:45:00 - PM
28.543,4/17/16,07:00:00 - PM
28.543,4/17/16,07:15:00 - PM
28.543,4/17/16,07:30:00 - PM
28.543,4/17/16,07:45:00 - PM
28.543,4/17/16,08:00:00 - PM
28.543,4/17/16,08:15:00 - PM
28.543,4/17/16,08:30:00 - PM
28.543,4/22/16,02:00:00 - AM
28.543,4/22/16,05:00:00 - AM
28.543,4/22/16,05:15:00 - AM
28.543,4/22/16,05:45:00 - AM
28.543,4/22/16,06:00:00 - AM
28.543,4/22/16,06:15:00 - AM
28.543,4/22/16,06:30:00 - AM
28.543,4/22/16,08:15:00 - PM
28.543,4/22/16,09:15:00 - PM
28.543,4/22/16,09:30:00 - PM
28.543,4/22/16,09:45:00 - PM
28.543,4/22/16,10:00:00 - PM
28.543,4/23/16,01:15:00 - AM
28.543,4/23/16,01:30:00 - AM
28.543,4/23/16,02:30:00 - PM
28.543,4/23/16,02:45:00 - PM
28.543,4/23/16,06:00:00 - PM
28.543,4/24/16,07:15:00 - AM
28.543,4/24/16,05:45:00 - PM
28.543,4/25/16,07:15:00 - AM
28.543,4/28/16,04:15:00 - AM
28.543,4/28/16,04:30:00 - AM
28.543,4/28/16,04:45:00 - AM
28.543,4/28/16,05:45:00 - AM
28.543,4/28/16,03:00:00 - PM
28.543,4/29/16,02:30:00 - PM
28.543,4/29/16,03:00:00 - PM
28.543,4/29/16,03:15:00 - PM
28.543,4/29/16,04:15:00 - PM
28.543,4/30/16,06:30:00 - PM
28.543,4/30/16,06:45:00 - PM
28.543,3/5/16,09:30:00 - AM
28.543,5/5/16,06:45:00 - PM
28.543,6/5/16,05:30:00 - PM
28.543,8/5/16,05:45:00 - PM
28.543,9/5/16,06:45:00 - PM
28.543,10/5/16,10:30:00 - AM
28.568,10/12/15,01:00:00 - PM
28.568,12/12/15,11:15:00 - AM
28.568,12/16/15,04:30:00 - PM
28.568,12/17/15,06:45:00 - PM
28.568,12/18/15,09:15:00 - AM
28.568,12/19/15,05:30:00 - PM
28.568,12/25/15,01:15:00 - PM
28.568,12/25/15,01:30:00 - PM
28.568,12/25/15,04:45:00 - PM
28.568,12/29/15,12:15:00 - AM
28.568,12/29/15,04:30:00 - AM
28.568,12/29/15,07:15:00 - PM
28.568,12/30/15,06:30:00 - PM
28.568,1/1/16,06:30:00 - PM
28.568,2/1/16,01:15:00 - AM
28.568,2/1/16,01:30:00 - AM
28.568,2/1/16,01:45:00 - AM
28.568,2/1/16,07:00:00 - AM
28.568,3/1/16,08:15:00 - AM
28.568,4/1/16,05:45:00 - PM
28.568,6/1/16,09:45:00 - AM
28.568,6/1/16,03:00:00 - PM
28.568,7/1/16,11:15:00 - AM
28.568,10/1/16,08:15:00 - PM
28.568,11/1/16,08:15:00 - PM
28.568,11/1/16,08:30:00 - PM
28.568,11/1/16,08:45:00 - PM
28.568,11/1/16,10:30:00 - PM
28.568,12/1/16,04:00:00 - AM
28.568,12/1/16,06:45:00 - AM
28.568,12/1/16,07:00:00 - AM
28.568,12/1/16,09:00:00 - PM
28.568,12/1/16,09:15:00 - PM
28.568,12/1/16,09:30:00 - PM
28.568,1/13/16,08:30:00 - AM
28.568,1/14/16,03:00:00 - AM
28.568,1/14/16,04:45:00 - AM
28.568,1/14/16,05:00:00 - AM
28.568,1/14/16,05:15:00 - AM
28.568,1/14/16,05:30:00 - AM
28.568,1/14/16,05:45:00 - AM
28.568,1/14/16,06:00:00 - AM
28.568,1/14/16,06:15:00 - AM
28.568,1/14/16,09:45:00 - PM
28.568,1/14/16,10:00:00 - PM
28.568,1/14/16,10:15:00 - PM
28.568,1/15/16,06:30:00 - AM
28.568,1/15/16,06:45:00 - AM
28.568,1/15/16,07:30:00 - PM
28.568,1/16/16,06:30:00 - AM
28.568,1/16/16,07:45:00 - PM
28.568,1/17/16,11:15:00 - PM
28.568,1/17/16,11:30:00 - PM
28.568,1/17/16,11:45:00 - PM
28.568,1/18/16,12:00:00 - AM
28.568,1/18/16,12:15:00 - AM
28.568,1/18/16,12:30:00 - AM
28.568,1/18/16,12:45:00 - AM
28.568,1/18/16,01:00:00 - AM
28.568,1/18/16,01:15:00 - AM
28.568,1/18/16,01:30:00 - AM
28.568,1/18/16,01:45:00 - AM
28.568,1/19/16,12:15:00 - AM
28.568,1/19/16,12:30:00 - AM
28.568,1/19/16,01:30:00 - AM
28.568,1/19/16,03:45:00 - AM
28.568,1/19/16,04:00:00 - AM
28.568,1/19/16,04:15:00 - AM
28.568,1/19/16,04:30:00 - AM
28.568,1/19/16,06:15:00 - AM
28.568,1/19/16,08:00:00 - PM
28.568,1/19/16,08:30:00 - PM
28.568,1/20/16,05:30:00 - PM
28.568,1/24/16,06:30:00 - PM
28.568,1/24/16,10:45:00 - PM
28.568,1/24/16,11:00:00 - PM
28.568,1/24/16,11:30:00 - PM
28.568,1/26/16,11:30:00 - PM
28.568,1/26/16,11:45:00 - PM
28.568,1/27/16,07:30:00 - AM
28.568,1/27/16,06:45:00 - PM
28.568,1/27/16,11:45:00 - PM
28.568,1/28/16,12:00:00 - AM
28.568,1/28/16,12:15:00 - AM
28.568,1/28/16,12:30:00 - AM
28.568,1/28/16,12:45:00 - AM
28.568,1/28/16,01:00:00 - AM
28.568,1/28/16,01:15:00 - AM
28.568,1/28/16,01:30:00 - AM
28.568,1/28/16,01:45:00 - AM
28.568,1/28/16,07:45:00 - AM
28.568,1/28/16,07:45:00 - PM
28.568,1/29/16,06:30:00 - PM
28.568,1/30/16,05:30:00 - PM
28.568,1/30/16,08:00:00 - PM
28.568,1/30/16,08:15:00 - PM
28.568,1/30/16,08:30:00 - PM
28.568,1/30/16,08:45:00 - PM
28.568,1/30/16,09:00:00 - PM
28.568,1/30/16,09:30:00 - PM
28.568,1/30/16,09:45:00 - PM
28.568,1/31/16,07:30:00 - AM
28.568,1/31/16,07:45:00 - PM
28.568,1/31/16,08:00:00 - PM
28.568,2/2/16,07:30:00 - AM
28.568,3/2/16,12:15:00 - AM
28.568,3/2/16,12:30:00 - AM
28.568,3/2/16,12:45:00 - AM
28.568,3/2/16,07:30:00 - PM
28.568,3/2/16,09:30:00 - PM
28.568,3/2/16,11:30:00 - PM
28.568,3/2/16,11:45:00 - PM
28.568,4/2/16,12:00:00 - AM
28.568,4/2/16,09:45:00 - PM
28.568,7/2/16,02:45:00 - AM
28.568,7/2/16,03:00:00 - AM
28.568,8/2/16,06:00:00 - AM
28.568,8/2/16,06:15:00 - AM
28.568,9/2/16,02:00:00 - AM
28.568,9/2/16,08:15:00 - PM
28.568,11/2/16,06:00:00 - AM
28.568,2/16/16,01:30:00 - AM
28.568,2/17/16,12:45:00 - AM
28.568,2/17/16,08:15:00 - AM
28.568,2/17/16,06:30:00 - PM
28.568,2/17/16,06:45:00 - PM
28.568,2/17/16,11:00:00 - PM
28.568,2/18/16,02:30:00 - AM
28.568,2/18/16,03:00:00 - AM
28.568,2/18/16,03:15:00 - AM
28.568,2/18/16,03:30:00 - AM
28.568,2/18/16,07:45:00 - AM
28.568,2/18/16,09:45:00 - AM
28.568,2/18/16,10:00:00 - AM
28.568,2/18/16,06:45:00 - PM
28.568,2/18/16,07:00:00 - PM
28.568,2/19/16,01:00:00 - PM
28.568,2/21/16,07:15:00 - PM
28.568,2/22/16,11:45:00 - PM
28.568,2/23/16,01:00:00 - AM
28.568,2/23/16,01:15:00 - AM
28.568,2/23/16,01:30:00 - AM
28.568,2/23/16,01:45:00 - AM
28.568,2/23/16,02:00:00 - AM
28.568,2/23/16,02:15:00 - AM
28.568,2/23/16,02:30:00 - AM
28.568,2/23/16,02:45:00 - AM
28.568,2/23/16,03:00:00 - AM
28.568,2/23/16,03:15:00 - AM
28.568,2/24/16,04:15:00 - AM
